url,time_control,rated,time_class,rules,opponent_country,opponent_rating,result,player_rating,player_color,archive_url,opponent_username,player_username,date,result_category,rating_difference,result_numeric,opponent_country_mapped,rating_diff_bin,day_of_week,opponent_strength,rating_bin,week,weekday
https://www.chess.com/game/live/30664772723,60+1,True,bullet,chess,United States,1035,win,1017,white,/player/yedfa/games/2021/11,Flooglah,Yedfa,2021-11-01,win,-18,1.0,United States,-50 to 0,Monday,1000-1200,<1200,44,0
https://www.chess.com/game/live/30664812831,60+1,True,bullet,chess,International,981,win,1024,black,/player/yedfa/games/2021/11,lecorcegr,Yedfa,2021-11-01,win,43,1.0,International,0 to 50,Monday,<1000,<1200,44,0
https://www.chess.com/game/live/30665319747,60+1,True,bullet,chess,Ukraine,1196,timeout,1212,white,/player/yedfa/games/2021/11,mikser777,Yedfa,2021-11-01,loss,16,0.0,Ukraine,0 to 50,Monday,1000-1200,1200-1400,44,0
https://www.chess.com/game/live/30665368963,60+1,True,bullet,chess,Spain,956,win,1024,black,/player/yedfa/games/2021/11,JasonRincon,Yedfa,2021-11-01,win,68,1.0,Spain,50 to 100,Monday,<1000,<1200,44,0
https://www.chess.com/game/live/30665411355,60+1,True,bullet,chess,United States,982,win,1023,white,/player/yedfa/games/2021/11,sigrnmonstr,Yedfa,2021-11-01,win,41,1.0,United States,0 to 50,Monday,<1000,<1200,44,0
https://www.chess.com/game/live/30665417661,60+1,True,bullet,chess,United States,1028,win,1039,white,/player/yedfa/games/2021/11,retnuHunter,Yedfa,2021-11-01,win,11,1.0,United States,0 to 50,Monday,1000-1200,<1200,44,0
https://www.chess.com/game/live/30665932571,60+1,True,bullet,chess,France,1092,checkmated,1050,white,/player/yedfa/games/2021/11,OoUndead,Yedfa,2021-11-01,loss,-42,0.0,France,-50 to 0,Monday,1000-1200,<1200,44,0
https://www.chess.com/game/live/30665975747,60+1,True,bullet,chess,Denmark,1130,stalemate,1042,black,/player/yedfa/games/2021/11,viktorsadowski,Yedfa,2021-11-01,draw,-88,0.5,Denmark,-100 to -50,Monday,1000-1200,<1200,44,0
https://www.chess.com/game/live/30666023713,60+1,True,bullet,chess,Italy,996,win,1031,black,/player/yedfa/games/2021/11,ElonKruger,Yedfa,2021-11-01,win,35,1.0,Italy,0 to 50,Monday,<1000,<1200,44,0
https://www.chess.com/game/live/30666546205,60+1,True,bullet,chess,Greece,1030,win,1058,black,/player/yedfa/games/2021/11,Fyteutos,Yedfa,2021-11-01,win,28,1.0,Greece,0 to 50,Monday,1000-1200,<1200,44,0
https://www.chess.com/game/live/30666588873,60+1,True,bullet,chess,Italy,1001,win,1057,white,/player/yedfa/games/2021/11,ElonKruger,Yedfa,2021-11-01,win,56,1.0,Italy,50 to 100,Monday,1000-1200,<1200,44,0
https://www.chess.com/game/live/30666616811,60+1,True,bullet,chess,Brazil,1092,timeout,1040,white,/player/yedfa/games/2021/11,Tankeer,Yedfa,2021-11-01,loss,-52,0.0,Brazil,-100 to -50,Monday,1000-1200,<1200,44,0
https://www.chess.com/game/live/30667132845,60+1,True,bullet,chess,Nigeria,1035,win,1050,black,/player/yedfa/games/2021/11,CeeCJay,Yedfa,2021-11-01,win,15,1.0,Nigeria,0 to 50,Monday,1000-1200,<1200,44,0
https://www.chess.com/game/live/30667179415,60+1,True,bullet,chess,Italy,1028,win,1047,white,/player/yedfa/games/2021/11,Gabri4k,Yedfa,2021-11-01,win,19,1.0,Italy,0 to 50,Monday,1000-1200,<1200,44,0
https://www.chess.com/game/live/30667202075,60+1,True,bullet,chess,Spain,1016,checkmated,1056,white,/player/yedfa/games/2021/11,crixox3,Yedfa,2021-11-01,loss,40,0.0,Spain,0 to 50,Monday,1000-1200,<1200,44,0
